Source,Destination,Shipment_Date,Weight,Volume,Equipment_Type,Carrier_Name,Freight_Rate,Shipment_ID,Service_Level,Temperature,Pickup_Date,Loading_Dock_Type,Shipment_Status,VIN,Payment_Terms,Commodity_Type,Distance,Driver_ID
Indore,Chennai,03-06-2026,9378 Ton,24 CBM,Step Deck,UPS Logistics,1079 USD,SH100121,Urgent,+4C,"January 15, 2024",Ramp,Pending,VIN-8872202,Freight Collect,Pharma,500km,DRIVER3902623
Ahmedabad,Ranchi,06-03-2026,7989 kg,50 CBM,Less Than Truckload,FedEx Freight,"$1,486",SH100122,Express,35°F,01/15/2024,Side Load,Pending,VIN 6995690,Prepaid,Agricultural Products,450-km,DRV3372694
Delhi,Chennai,06-03-2026,11188 lbs,29 cubic meters,fulltruck,Ryder Logistics,2418,SH100123,STD,2C,15-01-2024,No Dock,Cancelled,VIN-5703280,STC,Pharma,1200 kilometers,DRV4087365
Raipur,Vijayawada,06-03-2026,5811 Ton,58 cu ft,Reefer,XPO Logistics,"USD 1,872",SH100124,Ground,2°C,20240115,Dock,Processing,VIN 3837175,PPD,Pharma,350 KM,DRV-4498194
Vijayawada,Ahmedabad,06-03-2026,15929 lbs,99 m3,Dry Van,Ryder Logistics,"EUR 3,228",SH100125,Overnight,5 °C,"January 15, 2024",No Dock,Cancelled,vin5069097,Collect,Agricultural Products,500km,DRV 3618056
Gurgaon,Patna,Feb 6 2026,2065 Ton,49 cu ft,Step Deck,Schneider National,2896,SH100126,Standard,Cold,15-01-2024,Side Load,In Transit,VIN:6757255,STC,Plastic Goods,500km,drv8077229
Hyderabad,Visakhapatnam,March 6 2026,3794 kg,59 m3,FTL,FedEx Freight,2674,SH100127,Standard,5 °C,2024-01-15T08:30,Forklift,In Transit,VIN5063523,Collect,Agricultural Products,700 km,DRV 9559398
Patna,Hosur,06-03-2026,19063 lbs,73 m3,Less Than Truckload,Maersk Line,"USD 2,658",SH100128,Same Day,2°C,"January 15, 2024",Side Load,On Hold,VIN-5578472,PPD,Textiles,1000kms,DRV6140050
Delhi,Chennai,32/02/2026,7258 kg,58 m3,Step Deck,JB Hunt,3952,SH100129,Urgent,Ambient,15-01-2024,Dock,Picked Up,VIN-5007376,COL,Pharma,350 KM,DRIVER8695779
Raipur,Vijayawada,06-03-2026,278 KG,100 cubic meters,FTL,Ryder Logistics,"USD 2,456",SH100130,Same Day,Ambient,15-01-2024,No Dock,Delivered,vin1992278,Freight Collect,Agricultural Products,300km,DRV8227569
Patna,Hosur,Feb 6 2026,18844 tons,22 cu ft,Full Truck Load,Schneider National,1787 USD,SH100131,STD,5 °C,"January 15, 2024",Forklift,Processing,VIN 4838777,Collect,Electronics,900 km,DRV-9935219
Ahmedabad,Chennai,Feb 6 2026,13592 KG,31 cubic meters,Tanker,UPS Logistics,2735,SH100132,Same Day,20 °C,15-01-2024,Forklift,On Hold,VIN9496196,STC,Pharma,700 km,DRV 4129475
Ahmedabad,Chennai,06-03-2026,2292 tons,75 CBM,Dry Van,Schneider National,$3951,SH100133,Standard,2°C,2024-01-15T08:30,Forklift,Pending,VIN:1998519,Freight Collect,Plastic Goods,700 km,drv5531172
Ranchi,Cochi,06-03-2026,3682 kg,51 CBM,Full Truck Load,JB Hunt,$2902,SH100134,Premium,Frozen,Jan 15 2024,Rear Load,Processing,VIN 4051727,PPD,Plastic Goods,500km,DRIVER6526969
Mumbai,Kanpur,March 6 2026,12660 KG,86 m3,Less Than Truckload,Schneider National,"$1,415",SH100135,Ground,8C,01/15/2024,Forklift,Processing,VIN-2134216,Freight Collect,Pharma,800 KM,DRV1226004
Patna,Chennai,March 6 2026,5684 lbs,81 CBM,Container,Ryder Logistics,3450,SH100136,Ground,No Temp Control,20240115,Forklift,In Transit,VIN-4248540,Collect,Machinery,500km,DRV 9137315
Ahmedabad,Gurgaon,Feb 6 2026,749 lbs,86 cubic meters,LTL,DHL Express,₹3704,SH100137,Economy,Cold,15-01-2024,Rear Load,Delivered,VIN:2856790,Collect,Textiles,350 KM,DRV5067958
Indore,Nagpur,Feb 6 2026,15636 KG,18 m3,Tanker,XPO Logistics,2565,SH100138,Economy,8C,2024-01-15T08:30,Lift Gate,Cancelled,vin6827673,Freight Prepaid,Machinery,1200 kilometers,DRIVER6657029
Guwahati,Hyderabad,03-06-2026,565 KG,28 m3,Less Than Truckload,Swift Transport,2989,SH100139,STD,Ambient,15-01-2024,Loading Dock,In Transit,VIN 1955616,Collect,Agricultural Products,500km,DRV2356046
Ahmedabad,Hyderabad,32/02/2026,2361 kg,54 cubic meters,Tanker,Swift Transport,3364,SH100140,Next Day,-5C,15-01-2024,Ramp,In Transit,VIN:9195532,Collect,Plastic Goods,600 KM,DRV 8683175
Ahmedabad,Ranchi,06-03-2026,18750 kg,12 m3,Reefer,XPO Logistics,"$1,571",SH100141,Standard,+4C,Jan 15 2024,Loading Dock,Delayed,VIN 1545406,STC,Steel,800 KM,DRIVER4178943
Indore,Ranchi,March 6 2026,6081 lbs,14 CBM,Reefer,SWIFT TRANSPORT,$2962,SH100142,Express,Ambient,01/15/2024,Lift Gate,On Hold,VIN:2753890,Freight Prepaid,FMCG,350 KM,DRIVER7639057
Delhi,Guwahati,32/02/2026,15436 lbs,77 cubic meters,Dry Van,Landstar System,"$3,128",SH100143,Economy,-10°F,15-01-2024,Ramp,Picked Up,VIN 4122321,STC,Plastic Goods,250 km,DRV6600861
Trichy,Chennai,Feb 6 2026,13812 Ton,32 cubic meters,Tanker,Swift Transport,₹1284,SH100144,Standard,35°F,15-01-2024,Loading Dock,Pending,VIN 2432268,Freight Prepaid,Agricultural Products,1200 kilometers,DRV 6042773
Indore,Nagpur,Feb 6 2026,2749 tons,72 cu ft,Container,FedEx Freight,3527 USD,SH100145,Priority,2C,"January 15, 2024",Dock,Delayed,VIN:3530078,PPD,Chemicals,400 kilometers,drv7985610
Ranchi,Mumbai,Feb 6 2026,11477 lbs,62 cu ft,Lowboy,FedEx Freight,EUR 3625,SH100146,Priority,8C,"January 15, 2024",Rear Load,In Transit,VIN2527195,Prepaid,Chemicals,900 km,DRV4402807
Mumbai,Delhi,03-06-2026,14702 KG,83 cubic meters,Tanker,Schneider National,USD 923,SH100147,Premium,2°C,01/15/2024,Loading Dock,Processing,VIN:6357924,COL,Furniture,450-km,DRV-6592551
Ahmedabad,Chennai,06-03-2026,9494 lbs,2 cu ft,Container,FedEx Freight,2212 USD,SH100148,Premium,No Temp Control,2024-01-15T08:30,No Dock,Cancelled,VIN 2929504,COL,Steel,1000kms,DRV 4210634
Delhi,Chennai,06-03-2026,8560 KG,30 m3,Tanker,Schneider National,"USD 2,513",SH100149,Economy,+4C,Jan 15 2024,Open Yard,Cancelled,VIN-4316428,Freight Collect,Machinery,1000kms,drv3122766
Indore,Ranchi,March 6 2026,2485 tons,17 m3,Full Truck Load,DHL Express,"$1,246",SH100150,Premium,8C,01/15/2024,Ramp,Delivered,VIN 6708740,Prepaid,Plastic Goods,800 KM,DRV4680922
Cochi,Chandigarh,Feb 6 2026,1265 KG,62 cubic meters,Full Truck Load,Landstar System,"USD 1,395",SH100151,Urgent,8C,Jan 15 2024,Dock,On Hold,VIN 1207565,Freight Prepaid,Furniture,350 KM,DRV-8330898
Noida,Hosur,March 6 2026,11729 Ton,69 cu ft,Reefer,JB Hunt,1798,SH100152,Priority,Frozen,01/15/2024,Ramp,Cancelled,VIN-5460484,STC,Electronics,500km,drv3412245
Indore,Nagpur,32/02/2026,19020 Ton,88 CBM,Less Than Truckload,Maersk Line,2380 USD,SH100153,Ground,Ambient,"January 15, 2024",No Dock,In Transit,VIN:9834690,PPD,Electronics,1000kms,DRIVER6408435
Noida,Surat,March 6 2026,9404 Ton,88 m3,FTL,XPO Logistics,1958 USD,SH100154,Ground,20 °C,Jan 15 2024,Open Yard,Pending,VIN2840462,STC,Textiles,800 KM,DRV 7764135
Gurgaon,Chandigarh,32/02/2026,12435 Ton,66 cubic meters,LTL,Knight Transportation,1284,SH100155,Express,8C,Jan 15 2024,Ramp,In Transit,vin4455762,PPD,Auto Parts,350 KM,DRV1324798
Chandigarh,Mumbai,03-06-2026,8929 kg,67 m3,Less Than Truckload,Landstar System,2884 USD,SH100156,Standard,Cold,2024-01-15T08:30,Loading Dock,Delivered,VIN4062404,PPD,Chemicals,1200 kilometers,DRV-4878101
Delhi,Guwahati,03-06-2026,4754 tons,63 CBM,Dry Van,Ryder Logistics,2096,SH100157,Same Day,5 °C,Jan 15 2024,Forklift,Processing,vin3560289,Prepaid,Chemicals,600 KM,drv8518265
Patna,Kanpur,06-03-2026,12048 Ton,92 m3,Dry Van,Landstar System,2458,SH100158,Premium,5 °C,15-01-2024,Ramp,Picked Up,VIN7622348,PPD,Auto Parts,1200 kilometers,DRV7457787
Guwahati,Hyderabad,Feb 6 2026,3664 lbs,93 cu ft,Less Than Truckload,DHL Express,2226 USD,SH100159,Express,No Temp Control,Jan 15 2024,Rear Load,Pending,VIN 3747472,PPD,Electronics,300km,drv7746146
Raipur,Vijayawada,06-03-2026,19302 kg,63 CBM,FTL,SWIFT TRANSPORT,"$2,462",SH100160,Express,40°F,15-01-2024,Ramp,In Transit,vin4257815,COL,Furniture,500km,DRV 4260078
Trichy,Nagpur,March 6 2026,19910 lbs,26 m3,Flatbed,SWIFT TRANSPORT,"USD 3,480",SH100161,Premium,-5C,2024-01-15T08:30,Open Yard,Processing,VIN 8884008,Prepaid,Textiles,800 KM,DRIVER9329729
Vijayawada,Ahmedabad,Feb 6 2026,6568 kg,87 m3,FTL,Swift Transport,3812 USD,SH100162,Standard,20 °C,"January 15, 2024",Loading Dock,On Hold,vin1578547,Freight Prepaid,Machinery,250 km,DRV 7037268
Mumbai,Chennai,03-06-2026,5711 lbs,93 cu ft,Lowboy,Maersk Line,$2146,SH100163,Standard,No Temp Control,15-01-2024,Loading Dock,Cancelled,vin7996376,PPD,Electronics,250 km,DRV2312351
Patna,Hosur,March 6 2026,2526 lbs,48 cubic meters,Less Than Truckload,Swift Transport,2352 USD,SH100164,Same Day,35°F,2024-01-15T08:30,Ramp,Processing,VIN1286500,PPD,Auto Parts,1200 kilometers,drv7476918
Delhi,Guwahati,06-03-2026,18866 lbs,85 CBM,LTL,Ryder Logistics,₹1004,SH100165,Next Day,40°F,Jan 15 2024,Dock,Cancelled,VIN3695575,COL,Textiles,300km,drv4811106
Delhi,Guwahati,06-03-2026,1119 Ton,21 CBM,Flatbed,Knight Transportation,"₹3,393",SH100166,Same Day,Ambient,15-01-2024,Lift Gate,Pending,VIN 8698330,Collect,FMCG,300km,DRV-7201635
Ranchi,Cochi,06-03-2026,4916 tons,29 cu ft,Dry Van,Knight Transportation,₹1933,SH100167,Same Day,No Temp Control,2024-01-15T08:30,Side Load,In Transit,VIN 6479845,COL,Pharma,1000kms,DRV6167421
Trichy,Chennai,06-03-2026,8026 kg,46 m3,Reefer,SWIFT TRANSPORT,EUR 3753,SH100168,Urgent,5 °C,15-01-2024,Loading Dock,Cancelled,vin8414511,Collect,Auto Parts,300km,DRV4489056
Ahmedabad,Gurgaon,Feb 6 2026,19015 kg,46 cubic meters,Lowboy,Maersk Line,"USD 3,559",SH100169,Overnight,5 °C,"January 15, 2024",Open Yard,In Transit,VIN 2444699,STC,Auto Parts,450-km,DRV-9568797
Ahmedabad,Chennai,March 6 2026,10397 lbs,71 cubic meters,LTL,Maersk Line,$3929,SH100170,Priority,8C,"January 15, 2024",Side Load,Delivered,VIN8058033,STC,FMCG,300km,DRV-2848079
Bhopal,Ranchi,06-03-2026,13219 lbs,54 cubic meters,Full Truck Load,Landstar System,"₹3,905",SH100171,Next Day,Cold,20240115,Side Load,Picked Up,VIN:6117603,Freight Collect,FMCG,1000kms,DRV7963936
Mumbai,Delhi,32/02/2026,13723 Ton,63 cu ft,Reefer,XPO Logistics,$1356,SH100172,Urgent,Cold,15-01-2024,Rear Load,In Transit,VIN-7210294,COL,Machinery,450-km,drv3125874
Guwahati,Hyderabad,Feb 6 2026,8964 lbs,1 CBM,Step Deck,Swift Transport,3572,SH100173,Same Day,20 °C,01/15/2024,Ramp,Processing,VIN:5848863,Freight Collect,Steel,450-km,DRV 3894856
Chandigarh,Kanpur,06-03-2026,996 tons,77 m3,Less Than Truckload,XPO Logistics,₹2021,SH100174,Urgent,No Temp Control,"January 15, 2024",Dock,Cancelled,VIN:7840961,COL,FMCG,1000kms,DRV-8598575
Indore,Vijayawada,06-03-2026,116 tons,9 cu ft,LTL,FedEx Freight,EUR 2215,SH100175,Urgent,2C,2024-01-15T08:30,Loading Dock,On Hold,VIN 9160332,Prepaid,Pharma,600 KM,DRV 3014538
Gurgaon,Patna,03-06-2026,3208 tons,38 cubic meters,Less Than Truckload,Landstar System,"EUR 2,025",SH100176,Priority,8C,"January 15, 2024",Forklift,Cancelled,VIN-6509453,Freight Collect,Plastic Goods,1000kms,drv1616655
Trichy,Lucknow,32/02/2026,10174 tons,100 CBM,Container,Schneider National,2571 USD,SH100177,Ground,8C,01/15/2024,Rear Load,Delayed,VIN 4408455,COL,FMCG,600 KM,DRV-5886210
Delhi,Vijayawada,06-03-2026,5103 lbs,67 m3,Tanker,Landstar System,3985,SH100178,Priority,2°C,15-01-2024,No Dock,Picked Up,vin4200876,PPD,Electronics,700 km,DRV 7821101
Cochi,Chandigarh,32/02/2026,18537 KG,57 cu ft,Flatbed,XPO Logistics,2671,SH100179,Standard,35°F,2024-01-15T08:30,Dock,Delayed,VIN-3296978,Freight Collect,Plastic Goods,1000kms,DRV8246675
Trichy,Chennai,March 6 2026,16930 kg,100 m3,Tanker,UPS Logistics,3771,SH100180,Express,8C,2024-01-15T08:30,Ramp,Picked Up,VIN-8005078,COL,Electronics,1200 kilometers,DRV-4040709
Varanasi,Pune,Feb 6 2026,174 KG,85 cu ft,LTL,Maersk Line,2032,SH100181,Priority,+4C,Jan 15 2024,Open Yard,In Transit,VIN 2452376,Collect,Furniture,900 km,drv4499699
Patna,Kanpur,Feb 6 2026,1995 kg,99 m3,Lowboy,Swift Transport,3233 USD,SH100182,Premium,+4C,"January 15, 2024",Side Load,Picked Up,vin9751562,Collect,Furniture,500km,drv5616182
Madurai,Noida,March 6 2026,525 tons,26 m3,Lowboy,UPS Logistics,1095,SH100183,Standard,No Temp Control,2024-01-15T08:30,Forklift,Cancelled,vin7977105,Prepaid,Agricultural Products,900 km,DRV-9682812
Ahmedabad,Gurgaon,06-03-2026,15403 KG,62 m3,Flatbed,Maersk Line,"EUR 2,158",SH100184,Economy,Cold,Jan 15 2024,Ramp,Pending,VIN5603304,PPD,Pharma,450-km,DRV-8123242
Gurgaon,Chandigarh,06-03-2026,15300 Ton,74 m3,Dry Van,Ryder Logistics,2475 USD,SH100185,Ground,2°C,15-01-2024,Ramp,On Hold,VIN-3452229,Freight Prepaid,Textiles,900 km,DRV3243345
Ahmedabad,Hyderabad,Feb 6 2026,2622 kg,53 m3,FTL,Ryder Logistics,3411 USD,SH100186,Standard,No Temp Control,"January 15, 2024",Rear Load,Processing,VIN-4661259,PPD,Steel,400 kilometers,DRIVER8133457
Indore,Ranchi,03-06-2026,7866 lbs,15 cu ft,Container,JB Hunt,"USD 1,181",SH100187,Same Day,Cold,15-01-2024,Open Yard,Processing,vin6938368,Freight Prepaid,Textiles,1200 kilometers,DRV-6639562
Ahmedabad,Chennai,06-03-2026,3006 lbs,32 cu ft,Container,DHL Express,"USD 1,311",SH100188,Same Day,+4C,Jan 15 2024,Dock,Cancelled,VIN-1256808,COL,Chemicals,250 km,DRV-8618014
Cochi,Chandigarh,03-06-2026,6256 lbs,84 CBM,Full Truck Load,Knight Transportation,"$1,598",SH100189,Premium,20 °C,01/15/2024,Lift Gate,Processing,VIN:4713326,PPD,Machinery,400 kilometers,DRIVER8983435
Madurai,Noida,03-06-2026,11320 tons,39 cubic meters,Less Than Truckload,FedEx Freight,1538 USD,SH100190,STD,Cold,15-01-2024,Lift Gate,Delivered,VIN:3672077,Prepaid,Textiles,900 km,DRIVER4004457
Gurgaon,Chandigarh,March 6 2026,12680 Ton,82 cubic meters,Tanker,FedEx Freight,3021,SH100191,Premium,8C,2024-01-15T08:30,Ramp,Delivered,VIN5361086,Prepaid,Plastic Goods,500km,DRIVER9364091
Indore,Chennai,06-03-2026,1632 tons,91 m3,Full Truck Load,JB Hunt,2793,SH100192,Overnight,8C,01/15/2024,Forklift,Pending,VIN5329379,Freight Collect,Machinery,400 kilometers,DRV1448740
Madurai,Noida,03-06-2026,18998 tons,97 m3,Less Than Truckload,SWIFT TRANSPORT,"₹2,739",SH100193,Ground,5 °C,15-01-2024,Ramp,Cancelled,VIN 3826956,Collect,Plastic Goods,250 km,DRV 5298271
Pune,Varanasi,06-03-2026,8994 kg,87 cu ft,Flatbed,FedEx Freight,$3418,SH100194,STD,-10°F,Jan 15 2024,Rear Load,Delivered,VIN-9712877,STC,Plastic Goods,600 KM,DRIVER4344417
Indore,Nagpur,32/02/2026,4596 KG,91 cu ft,Dry Van,Swift Transport,"$1,699",SH100195,Economy,-5C,15-01-2024,Side Load,On Hold,VIN-9220800,Freight Collect,FMCG,600 KM,drv1807002
Ahmedabad,Ranchi,06-03-2026,13219 tons,98 cubic meters,Flatbed,FedEx Freight,₹1326,SH100196,STD,No Temp Control,01/15/2024,Lift Gate,Cancelled,vin4838654,COL,Furniture,350 KM,drv9335804
Patna,Kanpur,06-03-2026,5909 KG,28 m3,Step Deck,SWIFT TRANSPORT,3454 USD,SH100197,Urgent,8C,2024-01-15T08:30,Forklift,Pending,VIN-6362030,Freight Collect,Electronics,350 KM,DRIVER8635518
Nagpur,Delhi,32/02/2026,4409 kg,3 m3,Less Than Truckload,FedEx Freight,₹2827,SH100198,Overnight,2C,Jan 15 2024,Side Load,On Hold,VIN-9666488,COL,Textiles,300km,drv5141903
Visakhapatnam,Chandigarh,32/02/2026,4925 Ton,96 cubic meters,Full Truck Load,SWIFT TRANSPORT,"₹2,221",SH100199,Urgent,35°F,20240115,Lift Gate,Delayed,VIN 8677854,Collect,Pharma,1200 kilometers,drv4877787
Ahmedabad,Chennai,32/02/2026,12538 KG,34 m3,Container,Ryder Logistics,"$2,682",SH100200,Priority,2C,15-01-2024,Rear Load,Delayed,VIN3070624,Freight Prepaid,Chemicals,700 km,DRIVER3560503
Chennai,Visakhapatnam,06-03-2026,18215 Ton,85 cubic meters,FTL,UPS Logistics,2592 USD,SH100201,Economy,Frozen,20240115,Side Load,Pending,VIN:9153962,Freight Collect,Furniture,800 KM,DRV-8408573
Ahmedabad,Chennai,06-03-2026,13867 lbs,88 CBM,Step Deck,FedEx Freight,"$3,969",SH100202,Express,8C,20240115,Side Load,Delivered,VIN7678285,Collect,Pharma,350 KM,drv4012581
Ranchi,Mumbai,06-03-2026,12778 lbs,78 cu ft,Tanker,UPS Logistics,"₹1,555",SH100203,Next Day,Frozen,"January 15, 2024",Dock,Delayed,VIN:1950709,COL,Steel,600 KM,DRIVER3589984
Patna,Hosur,06-03-2026,17299 Ton,31 cubic meters,Step Deck,Swift Transport,1980,SH100204,Overnight,-5C,2024-01-15T08:30,Forklift,Delayed,VIN 1695835,Collect,FMCG,800 KM,drv9617374
Chennai,Visakhapatnam,06-03-2026,11836 Ton,91 CBM,Full Truck Load,JB Hunt,3565 USD,SH100205,Next Day,No Temp Control,2024-01-15T08:30,Ramp,In Transit,VIN-4047228,Freight Collect,Machinery,450-km,DRV 7515569
Varanasi,Pune,32/02/2026,16375 KG,92 CBM,Container,Schneider National,"EUR 2,886",SH100206,Next Day,No Temp Control,15-01-2024,Lift Gate,In Transit,VIN 7301803,Collect,Plastic Goods,700 km,DRV-6443725
Noida,Hosur,06-03-2026,6833 lbs,52 cubic meters,Flatbed,FedEx Freight,1766,SH100207,STD,+4C,01/15/2024,Dock,Delayed,vin3255762,STC,Furniture,500km,DRIVER6910357
Chandigarh,Kanpur,03-06-2026,17507 tons,9 cu ft,Tanker,Knight Transportation,USD 2462,SH100208,Premium,8C,Jan 15 2024,Side Load,In Transit,vin2693483,Prepaid,Chemicals,1200 kilometers,DRV5848354
Mumbai,Trichy,06-03-2026,4322 kg,75 CBM,Less Than Truckload,Knight Transportation,3664,SH100209,Overnight,+4C,Jan 15 2024,Loading Dock,In Transit,VIN:8302134,PPD,Textiles,1200 kilometers,DRV3848252
Noida,Surat,Feb 6 2026,13279 kg,23 cu ft,FTL,UPS Logistics,"USD 1,827",SH100210,Same Day,8C,"January 15, 2024",Lift Gate,Delayed,VIN:9941600,Collect,Agricultural Products,1000kms,DRIVER6410014
Gurgaon,Patna,March 6 2026,2543 tons,92 CBM,fulltruck,Maersk Line,"USD 1,711",SH100211,Next Day,+4C,20240115,Side Load,Pending,VIN 5737224,STC,Chemicals,1200 kilometers,DRV 7831107
Trichy,Lucknow,06-03-2026,18157 tons,25 CBM,Container,UPS Logistics,1285 USD,SH100212,Same Day,35°F,20240115,Forklift,Delayed,vin5009291,Freight Prepaid,Machinery,450-km,DRV-5077081
Guwahati,Hyderabad,03-06-2026,18662 KG,80 cu ft,Full Truck Load,Schneider National,3310,SH100213,Next Day,2°C,15-01-2024,Rear Load,Pending,VIN2001777,Collect,Plastic Goods,450-km,DRV-9746587
Delhi,Vijayawada,06-03-2026,9435 tons,18 m3,Step Deck,FedEx Freight,USD 2549,SH100214,Express,5 °C,15-01-2024,Ramp,Delayed,vin5308032,PPD,Steel,700 km,DRIVER9825524
Cochi,Chandigarh,March 6 2026,12551 kg,55 cubic meters,Flatbed,Ryder Logistics,₹3308,SH100215,Urgent,Cold,15-01-2024,No Dock,Delivered,VIN-9818516,COL,Pharma,300km,DRV-8489215
Patna,Chennai,32/02/2026,363 Ton,75 CBM,Less Than Truckload,JB Hunt,2205 USD,SH100216,STD,2°C,"January 15, 2024",Ramp,Pending,VIN-1811102,STC,Auto Parts,450-km,drv8675866
Ranchi,Mumbai,Feb 6 2026,7900 kg,23 CBM,Less Than Truckload,Maersk Line,"$3,798",SH100217,STD,Cold,01/15/2024,Ramp,Delayed,vin3041179,COL,Textiles,300km,DRV-8062189
Chennai,Visakhapatnam,Feb 6 2026,6126 KG,63 CBM,Flatbed,UPS Logistics,2066,SH100218,Priority,No Temp Control,"January 15, 2024",Side Load,Picked Up,VIN-5995117,COL,Plastic Goods,250 km,DRV 2629266
Visakhapatnam,Chandigarh,06-03-2026,4060 tons,30 cu ft,Tanker,FedEx Freight,EUR 917,SH100219,Ground,40°F,20240115,Ramp,Pending,VIN:5360337,PPD,Textiles,600 KM,DRV-9616919
Mumbai,Chennai,Feb 6 2026,14604 Ton,27 cu ft,Container,FedEx Freight,EUR 2799,SH100220,STD,-10°F,"January 15, 2024",Lift Gate,Cancelled,VIN-4690887,Freight Prepaid,Electronics,600 KM,DRIVER8561586
Ahmedabad,Ranchi,06-03-2026,6955 Ton,40 CBM,LTL,Knight Transportation,1061,SH100221,Same Day,-5C,"January 15, 2024",Dock,Delivered,VIN6154688,PPD,Agricultural Products,250 km,DRIVER4596379
Raipur,Vijayawada,06-03-2026,19021 lbs,76 CBM,Container,FedEx Freight,"EUR 3,730",SH100222,Same Day,-10°F,2024-01-15T08:30,Loading Dock,On Hold,vin6200325,PPD,Plastic Goods,1200 kilometers,DRIVER2004897
Ranchi,Cochi,03-06-2026,14716 Ton,43 CBM,Container,Swift Transport,1605 USD,SH100223,Standard,8C,01/15/2024,Loading Dock,Processing,VIN 7002502,Freight Collect,Pharma,450-km,DRV 2002284
Ahmedabad,Gurgaon,06-03-2026,1572 kg,86 cubic meters,Dry Van,UPS Logistics,USD 3745,SH100224,Same Day,5 °C,20240115,Ramp,Picked Up,vin8557403,Prepaid,Textiles,900 km,DRV 7838076
Chandigarh,Mumbai,32/02/2026,6914 KG,74 cu ft,Flatbed,XPO Logistics,3860,SH100225,Ground,8C,15-01-2024,No Dock,On Hold,VIN-1648328,Prepaid,Furniture,900 km,DRV6829445
Trichy,Nagpur,03-06-2026,1433 Ton,71 cubic meters,Reefer,XPO Logistics,2754,SH100226,Economy,+4C,01/15/2024,No Dock,Processing,VIN1994663,COL,Electronics,450-km,DRIVER4054105
Chandigarh,Kanpur,32/02/2026,4613 tons,34 CBM,Reefer,FedEx Freight,1591 USD,SH100227,Priority,No Temp Control,01/15/2024,Lift Gate,Delivered,VIN:9243365,Collect,Auto Parts,300km,drv2780998
Ranchi,Mumbai,Feb 6 2026,13482 tons,90 cu ft,Less Than Truckload,Swift Transport,3278,SH100228,STD,8C,2024-01-15T08:30,Ramp,In Transit,VIN:4050269,Freight Collect,Steel,1200 kilometers,DRIVER7945891
Trichy,Chennai,03-06-2026,17682 kg,36 m3,FTL,Landstar System,"₹2,571",SH100229,Same Day,35°F,2024-01-15T08:30,Loading Dock,Processing,VIN 3518150,PPD,Chemicals,450-km,DRV2520985
Delhi,Guwahati,March 6 2026,9590 kg,17 cu ft,fulltruck,XPO Logistics,"USD 3,818",SH100230,Premium,35°F,15-01-2024,Dock,Processing,VIN 9041975,STC,Chemicals,1000kms,DRV9347688
Ahmedabad,Ranchi,06-03-2026,15492 lbs,6 cubic meters,Flatbed,Maersk Line,2845 USD,SH100231,Economy,-5C,15-01-2024,No Dock,Delivered,VIN-7268043,STC,Auto Parts,500km,DRV-6089325
Trichy,Ahmedabad,03-06-2026,18895 tons,61 cubic meters,Step Deck,Swift Transport,2780,SH100232,Standard,+4C,20240115,Open Yard,Delayed,VIN:2388088,Prepaid,Chemicals,1200 kilometers,DRV-3020310
Chandigarh,Ahmedabad,32/02/2026,16964 KG,41 cu ft,Less Than Truckload,XPO Logistics,1370 USD,SH100233,Ground,Frozen,20240115,Open Yard,Picked Up,VIN-2069345,Freight Collect,Steel,300km,drv4143089
Ranchi,Mumbai,Feb 6 2026,11655 KG,44 CBM,Less Than Truckload,Maersk Line,"₹1,857",SH100234,Premium,Cold,20240115,Rear Load,On Hold,vin2154711,PPD,Agricultural Products,300km,DRV 7300630
Hyderabad,Ahmedabad,32/02/2026,15026 lbs,23 m3,Dry Van,Knight Transportation,3386 USD,SH100235,Same Day,5 °C,2024-01-15T08:30,Open Yard,In Transit,vin6238941,COL,Electronics,1200 kilometers,DRV 6658637
Surat,Hosur,06-03-2026,13447 KG,3 cu ft,Full Truck Load,DHL Express,1983 USD,SH100236,Express,+4C,15-01-2024,Side Load,In Transit,VIN-4749752,PPD,Electronics,300km,DRIVER7254642
Cochi,Chandigarh,06-03-2026,7959 tons,95 cubic meters,Reefer,FedEx Freight,$3950,SH100237,Economy,Ambient,"January 15, 2024",Lift Gate,Delivered,VIN:5008871,PPD,Electronics,900 km,DRV 8010835
Trichy,Ahmedabad,03-06-2026,12885 lbs,76 CBM,LTL,Swift Transport,1852,SH100238,Ground,Frozen,"January 15, 2024",Side Load,Delayed,VIN2441873,STC,Textiles,900 km,drv5712151
Ahmedabad,Ranchi,Feb 6 2026,7279 Ton,65 cubic meters,Flatbed,Ryder Logistics,USD 3043,SH100239,Premium,20 °C,15-01-2024,Forklift,Processing,vin8325332,Collect,Chemicals,1200 kilometers,DRV4552992
Delhi,Chennai,Feb 6 2026,1705 kg,82 m3,FTL,XPO Logistics,2409,SH100240,STD,2C,Jan 15 2024,No Dock,Pending,VIN-5076744,STC,Agricultural Products,900 km,DRV 8791916
Indore,Nagpur,March 6 2026,11250 tons,11 CBM,Full Truck Load,DHL Express,1451 USD,SH100241,Overnight,Ambient,20240115,Dock,Pending,VIN-3021054,Freight Prepaid,Textiles,900 km,DRV 9347852
Jaipur,Gurgaon,03-06-2026,7801 KG,3 cu ft,Lowboy,Schneider National,2953 USD,SH100242,Same Day,2C,15-01-2024,Loading Dock,On Hold,VIN 3095685,STC,Electronics,300km,drv2127913
